Month,Publisher,Segment,Revenue,Network ,Platform
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cheese - Frigo, 0.74 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cheese - Kraft, 0.22 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cheese - Sargento, 0.71 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cheese - The Laughing Cow, 0.75 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cheese - Velveeta, 0.58 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Coffee Creamer, 0.80 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Coffee Creamer - Nestle, 0.78 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cream, 1.29 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cream - Baileys, 1.42 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cream - International Delights, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cream - Land O Lakes, 1.28 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cream Cheese, 0.44 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Ice Cream, 0.94 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Cream Cheese - Philadelphia, 1.20 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Ice Cream - Ben and Jerrys, 0.74 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Ice Cream - Blue Bell, 0.90 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Ice Cream - Blue Bunny, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Ice Cream - Breyers, 0.41 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Ice Cream - Friendlys, 0.31 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Ice Cream - Haggen Dazs, 0.25 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Milk - Blue Diamond, 0.58 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Ice Cream - Dreyers, 0.58 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Milk - Garelick, 0.54 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Milk - Horizon Organic, 1.04 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Milk - Lactaid, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Milk - Silk, 0.56 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Milk - Nestle, 0.68 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Milk Modifiers - Hersheys, 0.97 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Milk Modifiers, 0.58 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Milk Modifiers - Nestle, 0.54 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Whipped Cream, 1.02 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Whipped Cream - Kraft, 1.20 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Yogurt - Chobani, 0.74 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Yogurt - Dannon, 1.21 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Yogurt - Stonyfield, 0.80 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Dairy - Yogurt - Yoplait, 1.09 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Deli - Lunchmeat, 0.48 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Deli - Lunchmeat - Buddig, 1.43 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Deli - Lunchmeat - Hormel, 0.29 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Deli - Lunchmeat - Hillshire, 1.19 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Deli - Lunchmeat - Land O Frost, 1.66 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Deli - Lunchmeat - Oscar Meyer, 1.63 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Desserts, 1.25 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Desserts - Jello, 1.65 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Desserts - Snack Pack, 0.97 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Fruit, 1.41 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Fruit - California Giant Berry, 1.37 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Fruit - Cuties, 1.34 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Fruit - Dole, 0.63 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Fruit - Driscoll, 0.99 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Fruit - Del Monte, 0.83 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Fruit - Naturipe, 0.53 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Fruit - Produce Electronic ID, 0.62 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Fruit - Sunkist, 0.52 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Fruit - Wellpict, 1.02 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Poultry, 0.88 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Poultry - Perdue, 0.83 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Poultry - Shady Brook Farms, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Sausage, 0.98 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Sausage - Ekrich, 0.66 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Fresh Produce - Sausage - Johnsonville, 0.67 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Appetizers, 1.02 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Appetizers - Farm Rich, 0.41 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Appetizers - Totinos, 0.41 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Baked Goods, 1.59 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Baked Goods - New York Brands, 1.41 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Baked Goods - Pepperidge Farms, 0.67 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Breakfast - Jimmy Dean, 0.30 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Entree, 2.43 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Entree - Banquet, 0.81 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Entree - Birds Eye, 1.28 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Entree - Lean Cuisine, 1.34 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Entree - Marie Callenders, 1.36 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Entree - Michelinas, 1.06 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Entree - Perdue, 0.66 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Entree - Stouffers, 1.04 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Entree - Tyson, 0.81 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Entree - Weight Watchers, 1.33 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Pizza, 0.82 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Pizza - Digiorno, 0.82 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Pizza - Freschetta, 0.41 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Pizza - Red Baron, 0.46 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Pizza - Tombstone, 0.44 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Pizza - Totinos, 0.42 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Potatoes and Onion Rings, 1.03 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Potatoes and Onion Rings - Alexia, 0.89 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Potatoes and Onion Rings - Ore Ida, 0.81 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sandwiches - El Monterey, 0.28 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sandwiches, 0.87 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sandwiches - Lean Pockets, 0.74 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sandwiches - Hot Pockets, 0.90 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sausage - Banquet, 0.61 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Seafood, 0.98 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sausage, 0.57 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Seafood - Gortons, 1.25 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sweet Goods, 1.08 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sweet Goods - Edwards, 1.05 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sweet Goods - Marie Callenders, 0.48 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sweet Goods - Mrs Smiths, 0.37 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sweet Goods - Sara Lee, 1.36 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sweet Goods - Toaster Pastries, 1.73 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Vegetables, 0.74 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Vegetables - Birds Eye, 0.89 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Vegetables - Green Giant, 0.89 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Vegetables - Pictsweet, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Waffles Pancakes and French Toast, 0.40 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Waffles Pancakes and French Toast - Aunt Jeminas, 0.17 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Waffles Pancakes and French Toast - Kelloggs, 0.22 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Frozen Sausage - Jimmy Dean, 1.07 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Frozen Foods - Meat, 1.07 ,,
2018-03,ShareThis - UK ,"eXelate Intent - CPG - Grains, Pasta and Beans - Grain Cakes", 0.68 ,,
2018-03,ShareThis - UK ,"eXelate Intent - CPG - Grains, Pasta and Beans - Pasta - Barilla", 0.25 ,,
2018-03,ShareThis - UK ,"eXelate Intent - CPG - Grains, Pasta and Beans - Pasta - Muellers", 0.59 ,,
2018-03,ShareThis - UK ,"eXelate Intent - CPG - Grains, Pasta and Beans - Pasta - No Yolks", 0.25 ,,
2018-03,ShareThis - UK ,"eXelate Intent - CPG - Grains, Pasta and Beans - Pasta - Ronzoni", 0.33 ,,
2018-03,ShareThis - UK ,"eXelate Intent - CPG - Grains, Pasta and Beans - Rice", 1.30 ,,
2018-03,ShareThis - UK ,"eXelate Intent - CPG - Grains, Pasta and Beans - Refrigerated Pasta and Sauce", 0.86 ,,
2018-03,ShareThis - UK ,"eXelate Intent - CPG - Grains, Pasta and Beans - Rice - Minute Brands", 1.22 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Breakfast Meat, 1.16 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Breakfast Meat - Hormel, 0.64 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Breakfast Meat - Oscar Meyer, 0.41 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Breakfast Meat - Smithfields, 0.26 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Condiments - Catsup - Heinz, 0.23 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Condiments - Catsup - Hunts, 0.91 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Eggs, 0.98 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Eggs - Egglands, 0.74 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Flour, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Hot Dogs, 2.16 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Flour - Gold Medal, 0.64 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Hot Dogs - Ball Park, 1.99 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Hot Dogs - Bar S, 1.38 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Hot Dogs - Hebrew National, 1.43 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Mexican Food, 1.34 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Hot Dogs - Oscar Meyer, 1.60 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Mexican Food - La Banderita, 1.04 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Mexican Food - Old El Paso, 1.10 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Mexican Food - Ortega, 0.89 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Novelty, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Mexican Food - Rosarita, 1.07 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Novelty - Blue Bunny, 0.43 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Novelty - Klondike, 0.63 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Novelty - Nestle, 0.59 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Novelty - Weight Watchers, 0.74 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Novelty - Dryers/edys, 0.82 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Nutritional, 2.10 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Nutritional - Ensure, 2.49 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Oven Cooking Bag, 0.82 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Pickle and Relish, 1.21 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Pickle and Relish - Vlasic, 1.00 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Pickle and Relish - Mt Olive, 1.24 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Produce Dip, 0.51 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Ramen Noodles, 0.83 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Ramen Noodles - Nissin, 0.76 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Ramen Noodles - Maruchan, 0.69 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Refrigerated Baked Goods, 1.01 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Refrigerated Baked Goods - Nestle, 1.23 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Refrigerated Baked Goods - Pillsbury, 0.78 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Refrigerated Sides, 1.16 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Refrigerated Sides - Claussen, 1.13 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Refrigerated Sides - Crystal Farms, 1.10 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Salad Topping, 0.32 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable and Dry Potato Mix, 0.86 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable and Dry Potato Mix - Betty Crocker, 0.67 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable and Dry Potato Mix - Idahoan, 0.51 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Dry Soup and Chili Mix - Lipton, 0.50 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Fish, 0.97 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Dry Soup and Chili Mix, 0.35 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Fish - Bumble Bee, 0.46 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Fish - Chicken of the Sea, 1.16 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Fish - Star Kist, 1.20 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Fruit - Del Monte, 1.19 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Fruit - Dole, 0.83 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Fruit, 1.36 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Fruit - Motts, 1.17 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Fruit - Ocean Spray, 1.28 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Gravy, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Gravy - Heinz, 0.87 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Liquid Soup, 1.54 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Liquid Soup - Campbells, 1.17 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Liquid Soup - Swanson, 0.64 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Liquid Soup - Progresso, 1.32 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Meats, 1.19 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Meats - Hormel, 0.58 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Meats - Hunts, 0.94 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Vegetable, 1.93 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Vegetable - Bush Brands, 1.43 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Vegetable - Frenchs, 1.14 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Vegetable - Hunts, 0.60 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Vegetable - Green Giant, 0.41 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Vegetable - Del Monte, 1.19 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Shelf Stable Vegetable - Ro Tel, 0.79 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Snacks, 1.53 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Tomato Paste and Sauce, 0.37 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Tomato Paste and Sauce - Hunts, 0.37 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Vegetables and Herbs, 0.71 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Vegetables and Herbs - Dole, 0.55 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Vegetables and Herbs - Earthbound Farm, 0.55 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Vegetables and Herbs - Eat Smart, 0.40 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Vegetables and Herbs - Fresh Express, 0.82 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Vegetables and Herbs - Green Giant, 0.87 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Vegetables and Herbs - Monterey Brands, 0.85 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Vegetables and Herbs - Nature Sweet, 0.90 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Whipped Toppings, 0.08 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Vegetables and Herbs - Sunset, 0.38 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Wholesome Snacks, 0.97 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Wholesome Snacks - Nature Valley, 1.68 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Wholesome Snacks - Quaker Brands, 1.14 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Wholesome Snacks - Kelloggs, 0.27 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Groceries - Wholesome Snacks - Welch, 1.00 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Adult Incontinence, 1.23 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Deodorizer and Freshener - Febreze, 0.34 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Deodorizer and Freshener - Glade, 0.33 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Deodorizer and Freshener - Renuzit, 0.38 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Deodorizer and Freshener - Secret, 0.27 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Cosmetics - Cover Girl, 0.33 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Cosmetics - Loreal, 0.22 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Cosmetics - Maybelline, 0.70 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Cosmetics - Neutrogena, 0.38 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Cosmetics - Revlon, 0.23 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Cosmetics - Sally Hansen, 0.22 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Feminine Hygiene, 1.00 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Cosmetics - Wet n Wild, 0.27 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Hair Care - Hair Coloring, 0.24 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Hair Care - Hair Styling, 0.68 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Hair Care - Shampoo and Conditioner, 0.98 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Hair Care - Shampoo and Conditioner - Alberto Vo5, 0.12 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Hair Care - Shampoo and Conditioner - Garnier, 0.69 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Hair Care - Shampoo and Conditioner - Clairol, 0.59 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Hair Care - Shampoo and Conditioner - Head and Shoulders, 0.68 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Hair Care - Shampoo and Conditioner - Pantene, 0.10 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Hair Care - Shampoo and Conditioner - Suave, 0.57 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Oral Care - Aquafresh, 0.50 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Oral Care - Arm and Hammer, 0.35 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Hair Care - Shampoo and Conditioner - Tresseme, 0.57 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Oral Care - Chap Stick, 0.35 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Pain Relievers - Aleve, 1.14 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Pain Relievers - Bayer, 0.64 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Shaving and Hair Removal - Bic, 0.63 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Shaving and Hair Removal - Edge, 0.72 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Shaving and Hair Removal - Gillette, 0.61 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Shaving and Hair Removal - Schick, 0.84 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Skin Care - Lotion, 0.54 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Skin Care - Suntan Products, 0.66 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Skin Care - Facial, 0.37 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Skin Care - Facial Tissues, 0.42 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Skin Care - Facial Tissues - Kleenex, 0.72 ,,
2018-03,ShareThis - UK ,eXelate Intent - CPG - Health and Beauty - Skin Care - Facial Tissues - Puffs, 0.41 ,,
