Month,Publisher,Segment,Revenue,Network ,Platform
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - Taurus, 3.16 ,,
2018-03,ShareThis US,"eXelate Intent - Auto Buyers - All - New - Budget 0-19,999", 37.50 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Current Vehicle Age - 4-5 years, 3.99 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Current Vehicle Age - 6+ years, 1.54 ,,
2018-03,ShareThis US,"eXelate Intent - Auto Buyers - All - New - Budget 20,000-29,999", 25.34 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - All - Type - Motorcycle, 69.11 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - All - Type - Commercial, 128.71 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Bentley, 2.59 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ferrari, 0.29 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - All - Type - Crossover, 313.11 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lotus, 16.36 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Maserati, 7.81 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lamborghini, 5.03 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Maybach, 13.53 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Rolls Royce, 6.31 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Acura - RDX, 1.95 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - RAM, 9.35 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Acura - ZDX, 2.68 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - A3, 24.86 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - A5, 156.23 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - A6, 114.39 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - Q, 6.63 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - A8, 0.05 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - R8, 3.51 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - S, 11.16 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - TT, 4.17 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - 1 Series, 12.57 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - 5 Series, 17.08 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - 6 Series, 1.04 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - 7 Series, 3.64 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - X Series, 26.85 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Cadillac - DTS, 13.36 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - BMW - Z4, 5.39 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Cadillac - SRX, 4.91 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Aston Martin, 5.09 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Cadillac - STS, 102.42 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Traverse, 74.24 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Aveo, 1.80 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Cruze, 9.07 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Volt, 6.06 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Cobalt, 0.40 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Suburban, 23.16 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Avalanche, 0.53 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Corvette, 4.97 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Malibu, 2.66 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Dodge - Avenger, 1.16 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chrysler - 200, 4.21 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Dodge - Viper, 0.05 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - SportTrac, 2.49 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - Fiesta, 9.37 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - Flex, 13.73 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - GMC - Canyon, 1.59 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - GMC - Acadia, 6.41 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Honda - Fit, 10.96 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Honda - Insight, 1.80 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - GMC - Terrain, 28.55 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Honda - Ridgeline, 109.62 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Honda - CRZ, 0.38 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Hyundai - Accent, 12.84 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Hyundai - Elantra, 13.70 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Hyundai - Azera, 8.29 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Hyundai - Genesis, 10.56 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Hyundai - Equus, 8.64 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Hyundai - Veracruz, 1.58 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Hyundai - Sonata, 10.04 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Manufacturers - US - Chrylser, 4.28 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Manufacturers - US - Ford, 21.84 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Manufacturers - US - GM, 2.75 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - QX56, 19.13 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Kia - Forte, 3.42 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Kia - Soul, 12.15 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Kia - Optima, 14.54 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Kia - Rio, 10.79 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lexus - IS, 0.77 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lexus - LX 570, 2.52 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lexus - LS, 3.26 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lincoln - MKT, 53.22 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lincoln - MKZ, 2.75 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mazda - 3, 72.38 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Lincoln - Town Car, 0.58 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mazda - 6, 242.55 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mazda - MX- Miata, 157.91 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mazda - RX8, 0.49 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - CL Class, 0.28 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - CLS Class, 0.08 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - E Class, 1.17 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - G Class, 0.45 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - GL Class, 0.26 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - GLK Class, 3.47 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - M Class, 0.05 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - S Class, 14.37 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - SL Class, 0.27 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - SLK Class, 0.18 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - SLS Class, 6.31 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mini - Cooper, 13.63 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mini - Cooper S, 22.09 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mini - John Cooperworks, 0.08 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mitsubishi - Eclipse, 2.05 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mitsubishi - Galant, 16.36 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mitsubishi - Lancer, 4.03 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mitsubishi - Endeavor, 1.08 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Nissan - Cube, 7.50 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Nissan - GT-R, 15.80 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Nissan - Juke, 12.42 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Nissan - Leaf, 7.31 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Nissan - NV," 1,108.22 ",,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Subaru - Outback, 22.12 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Subaru - Tribeca, 0.60 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Saab - 9-3, 0.18 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Saab - 9-5, 0.77 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Scion - tC, 0.08 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Suzuki - Equator, 0.38 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Suzuki - Grand Vitara, 1.42 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Suzuki - Kizashi, 2.62 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Suzuki - SX4, 0.24 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Toyota - Venza, 0.38 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Toyota - Yaris, 23.67 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Toyota - Land Cruiser, 3.37 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Toyota - Prius, 5.87 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - VW - Golf, 0.34 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - VW - Eos, 4.73 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - VW - GTI, 0.07 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - VW - Tiguan, 52.58 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - VW - Touareg, 255.30 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - VW - CC, 1.92 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - VW - Passat, 3.04 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - VW - Beetle, 0.28 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Volvo - S40, 0.06 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Volvo - V70, 0.74 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Volvo - S80, 10.83 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Jaguar - XJ, 8.61 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Jaguar - XF, 9.08 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mercedes - Sprinter, 317.26 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Jaguar - XK, 4.50 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Porsche - 911, 5.62 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Porsche - boxster, 3.53 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Porsche - Cayenne, 4.62 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Porsche - Panamera, 2.76 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Smart - fortwo, 1.36 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Tesla, 0.58 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Tesla - Roadster, 0.05 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Fiat, 6.07 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Fisker, 63.72 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - Q7, 12.83 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - Q5, 1.30 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - S5, 6.32 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - S4, 1.86 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - TTS, 4.71 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - S6, 8.41 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Bugatti, 0.04 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - G37, 13.87 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Fiat - 500, 3.39 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Fisker - Karma, 1.80 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - E series, 1.95 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - Shelby GT500, 32.45 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mini - Cooper Clubman, 139.18 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Mini - Cooper Countryman, 10.89 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Volvo - XC60, 1.96 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Apparel, 26.11 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Sporting Goods, 0.28 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Fast Food, 0.95 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Retail - Shoes, 9.11 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Personal Tech - Computers - eReaders, 3.08 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Home and Garden - Furniture - Mattresse, 33.90 ,,
2018-03,ShareThis US,eXelate Intent - Services - Finance and Insurance - Mortgages, 59.92 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ariel, 1.36 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Audi - A7, 350.59 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Alfa Romeo, 72.02 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chrysler - 300, 3.83 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Citroen, 0.28 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Dacia, 0.28 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Infiniti - M, 0.36 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Nissan - 370Z, 1.29 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Opel, 0.50 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Pagani, 0.21 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Peugeot, 1.83 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Porsche - Cayman, 0.91 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Volvo - V60, 0.55 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Renault, 1.66 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Back to School, 8.79 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Fashion - Shoes - Sneakers, 24.47 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Fashion - Shoes - Sneakers - Adidas, 5.52 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Fashion - Shoes - Sneakers - Nike, 4.85 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Fashion - Shoes - Sneakers - New Balance, 1.01 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Fashion - Shoes - Sneakers - Vans, 58.02 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Personal Tech - Video Games - PS3, 12.78 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Personal Tech - Video Games - Wii, 7.93 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Personal Tech - Video Games - PC, 16.19 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Personal Tech - Video Games - Nintendo DS, 11.75 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Personal Tech - Computers - Peripherals, 3.84 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Personal Tech - Car and GPS, 1.74 ,,
2018-03,ShareThis US,eXelate Intent - Services - Agricultural, 38.20 ,,
2018-03,ShareThis US,eXelate Intent - Services - Arts and Entertainment - Night Life, 13.83 ,,
2018-03,ShareThis US,eXelate Intent - Services - Arts and Entertainment - Art, 12.55 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Biz , Professional Service - Event Planning", 25.47 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Biz , Professional Service - Financial Advisors", 243.44 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Biz , Professional Service - Lawyers", 68.01 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Biz , Professional Service - Tax Services", 15.71 ,,
2018-03,ShareThis US,eXelate Intent - Services - Home and Garden - Cleaning Service, 12.53 ,,
2018-03,ShareThis US,eXelate Intent - Services - Home and Garden - Electric, 1.39 ,,
2018-03,ShareThis US,eXelate Intent - Services - Home and Garden - Interior Design, 25.57 ,,
2018-03,ShareThis US,eXelate Intent - Services - Home and Garden - Landscape and Gardeners, 15.55 ,,
2018-03,ShareThis US,eXelate Intent - Services - Home and Garden - Painters, 20.06 ,,
2018-03,ShareThis US,eXelate Intent - Services - Home and Garden - Plumbing, 27.79 ,,
2018-03,ShareThis US,eXelate Intent - Services - Personal Services and Care - Adult Daycare, 11.68 ,,
2018-03,ShareThis US,eXelate Intent - Services - Personal Services and Care - Children Daycare, 34.27 ,,
2018-03,ShareThis US,eXelate Intent - Services - Personal Services and Care - Spa and Beauty, 6.30 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Real Estate, Moving, Storage - House and Apartment Rentals", 210.33 ,,
2018-03,ShareThis US,eXelate Intent - Services - Personal Services and Care - Health Club, 1.42 ,,
2018-03,ShareThis US,"eXelate Intent - Services - Real Estate, Moving, Storage - Movers", 168.60 ,,
2018-03,ShareThis US,eXelate Intent - Services - Restaurants - French, 0.92 ,,
2018-03,ShareThis US,eXelate Intent - Services - Restaurants - Asian, 1.68 ,,
2018-03,ShareThis US,eXelate Intent - Services - Restaurants - Ice Cream and Dessert, 1.24 ,,
2018-03,ShareThis US,eXelate Intent - Services - Restaurants - Italian, 2.13 ,,
2018-03,ShareThis US,eXelate Intent - Services - Restaurants - American Bar and Grill, 1.93 ,,
2018-03,ShareThis US,eXelate Intent - Services - Restaurants - Delicatessens, 1.96 ,,
2018-03,ShareThis US,eXelate Intent - Services - Restaurants - Health and Vegan, 113.21 ,,
2018-03,ShareThis US,eXelate Intent - Services - Restaurants - Popular Chains, 0.87 ,,
2018-03,ShareThis US,eXelate Intent - Services - Restaurants - Latin and Spanish, 15.50 ,,
2018-03,ShareThis US,eXelate Intent - Services - Telecommunications - Mobile, 4.03 ,,
2018-03,ShareThis US,eXelate Intent - Services - Veterinarians, 8.09 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Auto Parts and Repair - Tires, 321.02 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Fashion - Apparel - Athletic, 1.10 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Fashion - Apparel - Outerwear, 0.81 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Home and Garden - Appliances - Energy Efficient, 12.60 ,,
2018-03,ShareThis US,eXelate Intent - Travel - Car Rentals - Alamo, 0.13 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Home and Garden - Appliances - Laundry, 139.32 ,,
2018-03,ShareThis US,eXelate Intent - Travel - Car Rentals - Avis, 0.26 ,,
2018-03,ShareThis US,eXelate Intent - Travel - Car Rentals - Budget, 10.30 ,,
2018-03,ShareThis US,eXelate Intent - Travel - Car Rentals - Hertz, 0.68 ,,
2018-03,ShareThis US,eXelate Intent - Shopping - Holiday Presents, 0.21 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Ford - Transit Connect, 7.91 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - VW - New Beetle, 0.17 ,,
2018-03,ShareThis US,eXelate Intent - Auto Buyers - Make - Chevrolet - Captiva Sport, 1.93 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Premium Brands, 0.33 ,,
2018-03,ShareThis US,"eXelate Intent - CPG - Grains, Pasta and Beans", 0.54 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Baking and Cooking, 24.19 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Meat and Seafood, 0.31 ,,
2018-03,ShareThis US,eXelate Intent - Travel - Accommodation - Four Star, 9.94 ,,
2018-03,ShareThis US,eXelate Intent - Travel - Cruises - Disney, 52.04 ,,
2018-03,ShareThis US,eXelate Intent - Travel - Destination - Central America - Mexico, 83.20 ,,
2018-03,ShareThis US,eXelate Intent - Services - Finance and Insurance - Auto Insurance - Leasing, 0.10 ,,
2018-03,ShareThis US,eXelate Intent - Travel - Vaction Types - Family Trips, 13.41 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Personal Tech, 11.24 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Retail, 19.06 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Luxury, 60.69 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Cruise - Family, 69.52 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Resort, 19.20 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Theme Park, 81.36 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Cruise - Luxury, 5.05 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - International, 44.65 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Cruise, 22.71 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Resort - Four Star, 45.94 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Cruise - Caribbean, 19.38 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Resort - Caribbean, 95.21 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - International - Family, 148.74 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Likely Gamblers, 76.41 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - EuropeTravelers, 25.46 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Likely Gamblers - Las Vegas, 113.66 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Latin America - Mexico, 39.97 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel - Exotic Destination, 68.18 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Retail - Luxury, 46.82 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Retail - Mass Market and Discount Stores, 2.75 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Retail - Children, 7.83 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Retail - Upscale, 1.21 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Retail - Jewelry, 0.64 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Retail - Gift, 3.66 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Retail - Apparel, 2.26 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Personal Tech - Mobile, 3.42 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Personal Tech - Mobile - Wireless Plan, 0.10 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Personal Tech - Mobile - BlackBerry, 0.19 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Personal Tech - Mobile - Smartphone, 12.16 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Personal Tech - Mobile - iPhone, 52.87 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto, 7.05 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto - Loan, 11.03 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Auto - Lease, 0.61 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Travel, 96.59 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Finance - Insurance - Life, 44.63 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Finance - Insurance, 5.06 ,,
2018-03,ShareThis US,eXelate Intent - Propensity - Finance - Insurance - Auto, 2.45 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Beer and Wine, 27.22 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Coffee, 5.24 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Teas, 0.98 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Beverages - Carbonated Beverages, 0.14 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Brands - Pepsi, 0.12 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Brands - Coca-Cola, 0.11 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Candy and Gum, 8.27 ,,
2018-03,ShareThis US,"eXelate Intent - CPG - Candles, Deodorizers, and Air Fresheners", 21.99 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Cereal - Ready to Eat, 1.50 ,,
2018-03,ShareThis US,eXelate Intent - CPG - Dairy - Yogurt, 5.42 ,,
