Year,Quarter,Month,Endpoint,Country,Region,Integration Partner,Sale Type,Branding,Segment Type,Partner Name,Advertiser Name,Buyer Name,Segment Name,Revenue,Segment ID,Vertical Segment Name,Opportunity Owner,Agency Holding Company,Account Name,Opportunity Name,L1,L2,L3,L4,L5,L6
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Travel > Tourist Destinations > Historical Sites & Buildings,20.7,1001009129,Travel > Tourist Destinations > Historical Sites & Buildings,-,-,-,-,Travel,Tourist Destinations,Historical Sites & Buildings,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,Bid Manager Advertiser 1061531,N/A,ShareThis > ShareThis > Interest from Social Activity > Morgan Stanley > Vertical > Financial Planning & Management > 1,21.44,1002660456,Morgan Stanley > Vertical > Financial Planning & Management > 1,Jessica Ackerson,Publicis,Morgan Stanley,MorganStanley_2018BidtellectSegments_SparkFoundry_2018,Morgan Stanley,Vertical,Financial Planning & Management ,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Business & Industrial > Pharmaceuticals & Biotech,21.75,1001011389,Business & Industrial > Pharmaceuticals & Biotech,-,-,-,-,Business & Industrial,Pharmaceuticals & Biotech,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Home & Garden > Home Improvement > Roofing,21.81,1001010449,Home & Garden > Home Improvement > Roofing,-,-,-,-,Home & Garden,Home Improvement,Roofing,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,Bid Manager Partner 207,N/A,ShareThis > Interest from Social Data > Ben & Jerry's > Vertical > Business News,21.89,1003089656,Interest from Social Data > Ben & Jerry's > Vertical > Business News,Ivy Levine,Aegis Group,Ben & Jerry's,Ben&Jerry_Commuter_2018_Q2Q3_Seg,Interest from Social Data,Ben & Jerry's,Vertical,Business News,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,Bid Manager Partner 134,N/A,ShareThis > Interest from Social Activity > Amtrak > Vertical > Rail Transportation,22.03,1002851786,Amtrak > Vertical > Rail Transportation,Alex Walsh,Interpublic,Amtrak,Amtrak_Initiative_2018_Segments,Amtrak,Vertical,Rail Transportation,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Custom,,Bid Manager Partner 207,N/A,ShareThis > Interest from Social Data > Ben & Jerry's > Custom > Commute,22.06,1003089706,Interest from Social Data > Ben & Jerry's > Custom > Commute,Ivy Levine,Aegis Group,Ben & Jerry's,Ben&Jerry_Commuter_2018_Q2Q3_Seg,Interest from Social Data,Ben & Jerry's,Custom,Commute,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Finance > Accounting & Auditing > Bookkeeping,22.46,1001013079,Finance > Accounting & Auditing > Bookkeeping,-,-,-,-,Finance,Accounting & Auditing,Bookkeeping,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Beauty & Fitness > Spas & Beauty Services,23.89,1001011589,Beauty & Fitness > Spas & Beauty Services,-,-,-,-,Beauty & Fitness,Spas & Beauty Services,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Glassdoor Inc,N/A,ShareThis > Business & Industrial > Business Operations > Management,24.62,1001012759,Business & Industrial > Business Operations > Management,-,-,-,-,Business & Industrial,Business Operations,Management,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Finance > Accounting & Auditing > Tax Preparation & Planning,25.09,1001011169,Finance > Accounting & Auditing > Tax Preparation & Planning,-,-,-,-,Finance,Accounting & Auditing,Tax Preparation & Planning,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Law & Government > Public Safety > Law Enforcement,25.23,1001014169,Law & Government > Public Safety > Law Enforcement,-,-,-,-,Law & Government,Public Safety,Law Enforcement,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,CBC New Media Group LLC (aka WRAL) - DFP,N/A,ShareThis > Arts & Entertainment > Events & Listings > Concerts & Music Festivals,25.76,1001012099,Arts & Entertainment > Events & Listings > Concerts & Music Festivals,-,-,-,-,Arts & Entertainment,Events & Listings,Concerts & Music Festivals,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Travel > Tourist Destinations,26.04,1001009139,Travel > Tourist Destinations,-,-,-,-,Travel,Tourist Destinations,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,Bid Manager Partner 134,N/A,ShareThis > Interest from Social Activity > Amtrak > Vertical > Bus & Rail,26.27,1002851776,Amtrak > Vertical > Bus & Rail,Alex Walsh,Interpublic,Amtrak,Amtrak_Initiative_2018_Segments,Amtrak,Vertical,Bus & Rail,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Autos & Vehicles > Vehicle Codes & Driving Laws,26.42,1001012539,Autos & Vehicles > Vehicle Codes & Driving Laws,-,-,-,-,Autos & Vehicles,Vehicle Codes & Driving Laws,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Arts & Entertainment > Events & Listings > Concerts & Music Festivals,26.84,1001012099,Arts & Entertainment > Events & Listings > Concerts & Music Festivals,-,-,-,-,Arts & Entertainment,Events & Listings,Concerts & Music Festivals,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Government Executive,N/A,ShareThis > Law & Government > Public Safety,27.52,1001290519,Law & Government > Public Safety,-,-,-,-,Law & Government,Public Safety,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Adconion Spain - DFP EMEA,N/A,ShareThis > Business & Industrial > Energy & Utilities,27.73,1001012819,Business & Industrial > Energy & Utilities,-,-,-,-,Business & Industrial,Energy & Utilities,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Finance > Insurance > Health Insurance,28.65,1001013169,Finance > Insurance > Health Insurance,-,-,-,-,Finance,Insurance,Health Insurance,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,Bid Manager Partner 207,N/A,ShareThis > Interest from Social Data > Ben & Jerry's > Vertical > Weather,28.94,1003089466,Interest from Social Data > Ben & Jerry's > Vertical > Weather,Ivy Levine,Aegis Group,Ben & Jerry's,Ben&Jerry_Commuter_2018_Q2Q3_Seg,Interest from Social Data,Ben & Jerry's,Vertical,Weather,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,Bid Manager Partner 2493231,N/A,ShareThis > Interest from Social Activity > Estee Lauder > Vertical > Make Up & Cosmetics,29.94,1003161519,Estee Lauder > Vertical > Make Up & Cosmetics,Alex Walsh,Interpublic,UM NY,Estee Lauder_In Market Foundation_UM_Q2_2018_Segments,Estee Lauder,Vertical,Make Up & Cosmetics,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Beauty & Fitness > Cosmetic Procedures,30.71,1001012589,Beauty & Fitness > Cosmetic Procedures,-,-,-,-,Beauty & Fitness,Cosmetic Procedures,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Hobbies & Leisure > Outdoors > Hiking & Camping,31.94,1001010569,Hobbies & Leisure > Outdoors > Hiking & Camping,-,-,-,-,Hobbies & Leisure,Outdoors,Hiking & Camping,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Sports > Water Sports > Surfing,33.67,1001009209,Sports > Water Sports > Surfing,-,-,-,-,Sports,Water Sports,Surfing,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Business & Industrial > Industrial Materials & Equipment,34.11,1001290299,Business & Industrial > Industrial Materials & Equipment,-,-,-,-,Business & Industrial,Industrial Materials & Equipment,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Arts & Entertainment > Performing Arts > Circus,34.56,1001011909,Arts & Entertainment > Performing Arts > Circus,-,-,-,-,Arts & Entertainment,Performing Arts,Circus,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Glassdoor Inc,N/A,ShareThis > Business & Industrial > Pharmaceuticals & Biotech,34.62,1001011389,Business & Industrial > Pharmaceuticals & Biotech,-,-,-,-,Business & Industrial,Pharmaceuticals & Biotech,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Arts & Entertainment > Performing Arts > Opera,35.81,1001012359,Arts & Entertainment > Performing Arts > Opera,-,-,-,-,Arts & Entertainment,Performing Arts,Opera,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Glassdoor Inc,N/A,ShareThis > Business & Industrial > Business Operations,36.23,1001290259,Business & Industrial > Business Operations,-,-,-,-,Business & Industrial,Business Operations,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,Bid Manager Partner 2493231,N/A,ShareThis > Interest from Social Activity > Estee Lauder > Vertical > Skin Care,36.69,1003161509,Estee Lauder > Vertical > Skin Care,Alex Walsh,Interpublic,UM NY,Estee Lauder_In Market Foundation_UM_Q2_2018_Segments,Estee Lauder,Vertical,Skin Care,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Internet & Telecom > Web Services > Web Hosting & Domain Registration,37.12,1001013929,Internet & Telecom > Web Services > Web Hosting & Domain Registration,-,-,-,-,Internet & Telecom,Web Services,Web Hosting & Domain Registration,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Beauty & Fitness > Fitness,37.2,1001012629,Beauty & Fitness > Fitness,-,-,-,-,Beauty & Fitness,Fitness,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Ticketmaster - DFP,N/A,ShareThis > People & Society > Ethnic & Identity Groups > Africans & Diaspora,37.35,1001014309,People & Society > Ethnic & Identity Groups > Africans & Diaspora,-,-,-,-,People & Society,Ethnic & Identity Groups,Africans & Diaspora,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Custom,,Bid Manager Partner 849135,N/A,ShareThis > ShareThis > Interest from Social Activity > Comcast > Custom Movers2 Segment > 1,37.38,1001314709,Comcast > Custom Movers2 Segment > 1,Ivy Levine,Publicis,Comcast,Comcast_Movers_Seg_MediaVest_2016,Comcast,Custom Movers2 Segment ,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Beauty & Fitness > Hair Care,37.69,1001011599,Beauty & Fitness > Hair Care,-,-,-,-,Beauty & Fitness,Hair Care,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Finance > Investing > Brokerages & Day Trading,38.91,1001013189,Finance > Investing > Brokerages & Day Trading,-,-,-,-,Finance,Investing,Brokerages & Day Trading,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Business & Industrial > Transportation & Logistics > Moving & Relocation,39.36,1001012899,Business & Industrial > Transportation & Logistics > Moving & Relocation,-,-,-,-,Business & Industrial,Transportation & Logistics,Moving & Relocation,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Travel > Air Travel,39.86,1001009189,Travel > Air Travel,-,-,-,-,Travel,Air Travel,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Veremedia,N/A,ShareThis > Health > Pediatrics,40.83,1001013589,Health > Pediatrics,-,-,-,-,Health,Pediatrics,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,BizX LLC,N/A,ShareThis > Computers & Electronics > Networking > Network Monitoring & Management,40.88,1001011249,Computers & Electronics > Networking > Network Monitoring & Management,-,-,-,-,Computers & Electronics,Networking,Network Monitoring & Management,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,Bid Manager Partner 207,N/A,ShareThis > Interest from Social Data > Ben & Jerry's > Vertical > Journalism & News Industry,41.87,1003089586,Interest from Social Data > Ben & Jerry's > Vertical > Journalism & News Industry,Ivy Levine,Aegis Group,Ben & Jerry's,Ben&Jerry_Commuter_2018_Q2Q3_Seg,Interest from Social Data,Ben & Jerry's,Vertical,Journalism & News Industry,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,Bid Manager Partner 849135,N/A,ShareThis > Interest from Social Activity > COX > Movers Reach,43.02,1000726596,COX > Movers Reach,Ivy Levine,Publicis,COX Communications,Cox Movers Segments_Mediavest_Q2_2016,COX,Movers Reach,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Science > Ecology & Environment,43.05,1001009579,Science > Ecology & Environment,-,-,-,-,Science,Ecology & Environment,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Science > Earth Sciences > Water & Marine Sciences,43.46,1001014669,Science > Earth Sciences > Water & Marine Sciences,-,-,-,-,Science,Earth Sciences,Water & Marine Sciences,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Priceline.com - DFP Americas,N/A,ShareThis > Travel > Specialty Travel > Adventure Travel,43.63,1001009159,Travel > Specialty Travel > Adventure Travel,-,-,-,-,Travel,Specialty Travel,Adventure Travel,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Finance > Investing > Currencies & Foreign Exchange,43.64,1001013199,Finance > Investing > Currencies & Foreign Exchange,-,-,-,-,Finance,Investing,Currencies & Foreign Exchange,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Veremedia,N/A,ShareThis > Science > Biological Sciences > Neuroscience,44.4,1001014649,Science > Biological Sciences > Neuroscience,-,-,-,-,Science,Biological Sciences,Neuroscience,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,Bid Manager Partner 207,N/A,ShareThis > Interest from Social Data > Ben & Jerry's > Vertical > Online Games,44.45,1003089556,Interest from Social Data > Ben & Jerry's > Vertical > Online Games,Ivy Levine,Aegis Group,Ben & Jerry's,Ben&Jerry_Commuter_2018_Q2Q3_Seg,Interest from Social Data,Ben & Jerry's,Vertical,Online Games,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,Direct Sales,Branded,Vertical,,Bid Manager Advertiser 1061531,N/A,ShareThis > ShareThis > Interest from Social Activity > Morgan Stanley > Vertical > Investing > 1,45.11,1002660446,Morgan Stanley > Vertical > Investing > 1,Jessica Ackerson,Publicis,Morgan Stanley,MorganStanley_2018BidtellectSegments_SparkFoundry_2018,Morgan Stanley,Vertical,Investing ,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,This Old House,N/A,ShareThis > Home & Garden > Hvac & Climate Control,45.69,1001010439,Home & Garden > Hvac & Climate Control,-,-,-,-,Home & Garden,Hvac & Climate Control,,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Autos & Vehicles > Commercial Vehicles > Cargo Trucks & Trailers,47.29,1001012449,Autos & Vehicles > Commercial Vehicles > Cargo Trucks & Trailers,-,-,-,-,Autos & Vehicles,Commercial Vehicles,Cargo Trucks & Trailers,,,
2018,Q2,May,Doubleclick,N/A,US,Liveramp,BD,Branded,Vertical,,Google DDP Reseller System Account,N/A,ShareThis > Food & Drink > Restaurants > Catering,47.49,1001013359,Food & Drink > Restaurants > Catering,-,-,-,-,Food & Drink,Restaurants,Catering,,,
